,is_genuine,check,diagonal,height_left,height_right,margin_low,margin_up,length
0,True,1,-0.4865395744903167,2.77412327071792,3.1632404133022787,0.055542287250621304,-1.1283250016955477,0.1736511386447021
1,True,1,-1.6337293553551964,-2.2365352819955877,-0.7996677663110533,-1.0818814241789176,-0.6967991602985099,0.47166629407456245
2,True,1,2.397823303112841,1.5047564373638467,-1.2911912614568801,-0.12644550657810386,-0.9125620809970298,0.5519011436133616
3,True,1,-1.96149786417372,-0.39929381266731095,0.060498350194165364,-1.3093661664648255,-0.6104939920191041,0.9530753913074063
4,True,1,-0.7487543815451916,0.8366686303353694,-1.4140721352433585,-0.6724088880642833,1.417677462546973,-0.1587503808732034
5,True,1,0.6934270572563873,-0.9671684486415142,0.49058140844677467,-0.0961142076066501,-0.869409496857325,0.15072689591933325
6,True,1,1.2506335222479614,0.5026247268211546,-0.21598361582537856,0.14653618416498523,0.4683206114734897,0.15072689591933325
7,True,1,-0.25710161831735945,-0.9003596679386332,0.49058140844677467,-0.7634027849786466,-0.9988672492764374,0.46020417271186986
8,True,1,1.6767325837120515,-0.3658894223158705,-0.7689475478644228,-0.7330714860071922,0.42516802733378684,0.19657538137007097
9,True,1,1.6767325837120515,0.1351764329554518,0.30626009776707874,-0.6724088880642833,0.42516802733378684,0.8843026631312834
10,True,1,-0.42098587272657473,0.36900716541544015,-0.9225486400974882,-2.0069860428082764,0.12309993835586125,0.6206738717894844
11,True,1,-0.3882090218447503,1.872204731229502,0.2448196608738613,-0.9150592798359187,0.5114731956131944,0.46020417271186986
12,True,1,-0.224324767435535,-0.4661025933701444,-1.598393445923011,-0.5662493416641925,-0.8262569127176222,0.6435981145148533
13,True,1,0.7917576099019537,1.0704993627953103,-0.7689475478644228,-0.06578290863519501,0.9861516211499352,1.1135450903850208
14,True,1,0.33288169755603914,-0.532911374072978,-0.277424052718596,-0.5965806406356476,-0.9988672492764374,0.586287507701423
15,True,1,-0.7487543815451916,-0.3658894223158705,-0.5539060187381399,-0.08094855812092323,-1.6030034272322904,0.34558295908500924
16,True,1,-2.1581589694648526,0.5360291171725476,-0.6767868925245748,-0.5510836921784656,-1.4303930906734754,0.21949962409545612
17,True,1,-0.25710161831735945,1.4713520470124062,-1.4447923536899454,0.11620488519353014,0.7703887004514172,0.3799693231730707
18,True,1,1.6767325837120515,-0.4661025933701444,0.6749027191264706,-1.1273783726360989,0.5546257797528973,0.9072269058566522
19,True,1,-0.19154791655361744,-1.200999181101455,-2.3663989070883815,0.10103923570780327,-0.006357814063251094,0.5060526581626239
20,True,1,-0.28987846919918386,-0.39929381266731095,0.1219387870873828,-1.1273783726360989,-0.7831043285779175,1.044772362208898
21,True,1,-0.4537627236084923,-1.2678079618042886,-0.8611082032042707,-0.3539302488640123,-1.516698258952883,-0.12436401678515824
22,True,1,0.46398910108343,-0.23227186091020355,-0.6460666740779879,-0.8392310324072823,-1.1283250016955477,0.001719318204411216
